id|analyte_name_original|fk_analyzed_chemical_id|figure_name|figure_series_identifier|author_comment|time_units_original|conc_units_original|conc_units_normalized|log_concentration_values|loq|loq_units|analytical_method_detail|n_subjects_in_series|fk_subject_id|conc_medium_original|conc_medium_normalized|curator_comment|fk_study_id|radiolabeled|analyte_dtxsid|analyte_casrn|test_substance_dtxsid|test_substance_casrn|fk_test_chemical_id
47|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|adipose|adipose||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
48|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|muscle|muscle||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
49|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|skin|skin||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
50|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|bladder|bladder||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
51|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|testes|testes||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
52|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|kidney|kidney||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
53|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|spleen|spleen||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
54|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|liver|liver||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
55|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|lung|lung||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
56|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|heart|heart||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
57|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|brain|brain||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
58|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|thymus|thymus||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
59|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|pancreas|pancreas||1160||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
60|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|blood|blood||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
61|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|adipose|adipose||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
62|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|muscle|muscle||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
63|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|skin|skin||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
64|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|bladder|bladder||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
65|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|testes|testes||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
66|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|kidney|kidney||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
67|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|spleen|spleen||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
68|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|liver|liver||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
69|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|lung|lung||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
70|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|heart|heart||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
71|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|brain|brain||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
72|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|thymus|thymus||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
73|[14]C|256|Table 7.||uncovered|hr|ng/g tissue||||||4|3|pancreas|pancreas||1161||DTXSID20873970|14762-75-5|DTXSID7031290|54464-57-2|3
74|phenacetin|5|Figure 2. C|||hr|ng/mL||||||7|5|plasma|plasma||1163||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
75|phenacetin|5|Fig. 2. |circle|"Plotted conc... normalized to a 1 mg/kg dose", dose admin 20 mg/kg, 5 min infusion|min|ug/mL||||||3|6|plasma|plasma||1164||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
76|octylphenol|6|Figure 4.; pos 0,0 |square|last three data points near fitted line do not appear to be squares, but assumed to be since I don't know what else they would be; position of last two unclear and not captured|hr|ng/mL||||||5|41136|blood|blood||1165||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
77|octylphenol|6|Figure 4.; pos 0,0 |triangle||hr|ng/mL||||||5|41136|blood|blood||1166||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
78|octylphenol|6|Figure 4.; pos 0,0|diamond||hr|ng/mL||||||5|41136|blood|blood||1167||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
79|octylphenol|6|Figure 4.; pos 0,1 |square||hr|ng/mL||||||5|41137|blood|blood||1165||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
80|octylphenol|6|Figure 4.|||hr|ng/mL||||||5|41137|blood|blood||1166||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
81|octylphenol|6|Figure 4.|||hr|ng/mL||||||5|41137|blood|blood||1167||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
82|octylphenol|6|Figure 4.|||hr|ng/mL||||||5|41136|blood|blood||1168||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
83|octylphenol|6|Figure 4.|||hr|ng/mL||||||5|41136|blood|blood||1169||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
84|octylphenol|6|Figure 4.|||hr|ng/mL||||||5|41136|blood|blood||1170||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
85|octylphenol|6|Figure 4.||shape of points hard to discern|hr|ng/mL||||||5|41137|blood|blood||1168||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
86|octylphenol|6|Figure 4.|||hr|ng/mL||||||5|41137|blood|blood||1169||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
87|octylphenol|6|Figure 4.||appears to have fewer time points than other odses|hr|ng/mL||||||5|41137|blood|blood||1170||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
88|octylphenol|6|Figure 4.|||hr|ng/mL||||||5|41136|blood|blood||1172||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
89|octylphenol|6|Figure 4.|||hr|ng/mL||||||5|41137|blood|blood||1172||DTXSID9022360|140-66-9|DTXSID9022360|140-66-9|6
90|phenacetin|5|Table 1.|H.S.|1 subject of 6; 23 yo, 74 kg|min|ug/mL||0|0.1 |ug/mL||1|8|blood|blood||1173||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
91|phenacetin|5|Table 1.|E.R.|1 subject of 6; value at 240 min below the LOQ; 22 yo, 75 kg|min|ug/mL||0|0.1 |ug/mL||1|41246|blood|blood||1173||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
92|phenacetin|5|Table 1.|B.H.|1 subject of 6; 27 yo, 73 kg|min|ug/mL||0|0.1 |ug/mL||1|41247|blood|blood||1173||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
93|phenacetin|5|Table 1.|R.A.|1 subject of 6; value at 240 min below the LOQ; 27 yo, 87 kg|min|ug/mL||0|0.1 |ug/mL||1|41248|blood|blood||1173||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
94|phenacetin|5|Table 1.|A.B.|1 subject of 6; value at 240 min below the LOQ; 26 yo, 76 kg|min|ug/mL||0|0.1 |ug/mL||1|41249|blood|blood||1173||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
95|phenacetin|5|Table 1.|R.M.|1 subject of 6; value at 240 min below the LOQ; 26 yo, 59 kg|min|ug/mL||0|0.1 |ug/mL||1|41250|blood|blood||1173||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
96|phenacetin|5|Table 3.|H.S.|1 subject of 6; 23 yo, 74 kg; below LOQ at all time points|min|ug/mL||0|0.1 |ug/mL||1|8|blood|blood||1175||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
97|phenacetin|5|Table 3.|E.R.|1 subject of 6; 22 yo, 75 kg; below LOQ at all time points|min|ug/mL||0|0.1 |ug/mL||1|41246|blood|blood||1175||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
98|phenacetin|5|Table 3.|B.H.|1 subject of 6; 27 yo, 73 kg; values after 60 min below LOQ|min|ug/mL||0|0.1 |ug/mL||1|41247|blood|blood||1175||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
99|phenacetin|5|Table 3.|R.A.|1 subject of 6; values before and after 40 min below the LOQ; 27 yo, 87 kg|min|ug/mL||0|0.1 |ug/mL||1|41248|blood|blood||1175||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
100|phenacetin|5|Table 3.|A.B.|1 subject of 6; 26 yo, 76 kg; below LOQ at all time points|min|ug/mL||0|0.1 |ug/mL||1|41249|blood|blood||1175||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
101|phenacetin|5|Table 3.|R.M.|1 subject of 6; 26 yo, 59 kg; below LOQ at all time points|min|ug/mL||0|0.1 |ug/mL||1|41250|blood|blood||1175||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
102|phenacetin|5|Table 3.|B.H.|1 subject of 6; 27 yo, 73 kg; values before 60 min below LOQ|min|ug/mL||0|0.1 |ug/mL||1|41247|blood|blood||1176||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
103|phenacetin|5|Table 3.|R.A.|1 subject of 6; 27 yo, 87 kg|min|ug/mL||0|0.1 |ug/mL||1|41248|blood|blood||1176||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
104|phenacetin|5|Table 3.|A.B.|1 subject of 6; 26 yo, 76 kg; below LOQ at all time points|min|ug/mL||0|0.1 |ug/mL||1|41249|blood|blood||1176||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
105|phenacetin|5|Table 3.|R.M.|1 subject of 6; 26 yo, 59 kg; below LOQ before 240 min|min|ug/mL||0|0.1 |ug/mL||1|41250|blood|blood||1176||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
106|phenacetin|5|Figure 3. A |triangle||hr|ug/mL||0||||5|5|plasma|plasma||1177||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
107|phenacetin|5|Fig. 4. |asterisk||min|ug/g||1|||99+/- 5%|5|9|plasma|plasma||1178||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
108|phenacetin|5|Fig. 4.|X||min|ug/g||1|||99+/- 5%|5|9|gastric wall|stomach||1178||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
109|phenacetin|5|Fig. 1. B|||hr|uM||0||||4|9|plasma|plasma||1179||DTXSID1021116|62-44-2|DTXSID1021116|62-44-2|5
110|[14]C|256|Fig. 2. |blue square||hr|ng-eq/mL||0||||3|41131|plasma|plasma||1180||DTXSID20873970|14762-75-5|DTXSID4022527||7
111|[14]C|256|Fig. 2. |red triangle||hr|ng-eq/mL||||||3|41131|plasma|plasma||1181||DTXSID20873970|14762-75-5|DTXSID4022527||7
112|[14]C|256|Fig. 3. |blue square||hr|ng-eq/mL||0||||3|41131|plasma|plasma||1182||DTXSID20873970|14762-75-5|DTXSID3020209||8
113|[14]C|256|Fig. 3. |green triangle||hr|ng-eq/mL||||||3|41131|plasma|plasma||1183||DTXSID20873970|14762-75-5|DTXSID3020209||8
114|[14]C|256|Fig. 3. |red triangle||hr|ng-eq/mL||||||3|41131|plasma|plasma||1184||DTXSID20873970|14762-75-5|DTXSID3020209||8
115|propylparaben|7|FIG. 1.|dot||hr|ng/mL||0|20 |ng/mL||2|41133|plasma|plasma||1185||DTXSID4022527|94-13-3|DTXSID4022527|94-13-3|7
116|propylparaben|7|FIG. 1.|diamond||hr|ng/mL||0|20 |ng/mL||2|41133|plasma|plasma||1186||DTXSID4022527|94-13-3|DTXSID4022527|94-13-3|7
117|propylparaben|7|FIG. 1. |triangle||hr|ng/mL||0|20 |ng/mL||2|41133|plasma|plasma||1187||DTXSID4022527|94-13-3|DTXSID4022527|94-13-3|7
118|propylparaben|7|FIG. 1.|square||hr|ng/mL||0|20 |ng/mL||2|41133|plasma|plasma||1188||DTXSID4022527|94-13-3|DTXSID4022527|94-13-3|7
119|methylene chloride|9|Fig. 3.1|||hr|mg/L||0|||||41141|venous blood|blood||1189||DTXSID0020868|75-09-2|DTXSID0020868|75-09-2|9
120|methylene chloride|9|Fig. 3.2|||hr|mg/L||0|||||41141|venous blood|blood||1190||DTXSID0020868|75-09-2|DTXSID0020868|75-09-2|9
121|1,2-Dichloroethane|10|Fig. 4.1|||hr|mg/L||0|||||41141|venous blood|blood||1191||DTXSID6020438|107-06-2|DTXSID6020438|107-06-2|10
122|1,2-Dichloroethane|10|Fig. 4.2|||hr|mg/L||0|||||41141|venous blood|blood||1192||DTXSID6020438|107-06-2|DTXSID6020438|107-06-2|10
123|trichloroethylene|11|Fig. 5|||hr|mg/L||0|||||41141|venous blood|blood||1193||DTXSID0021383|79-01-6|DTXSID0021383|79-01-6|11
124|trichloroethylene|11|Fig. 6.|||hr|ppm||0|||||41141|exhaled air|expired air||1194||DTXSID0021383|79-01-6|DTXSID0021383|79-01-6|11
125|benzene|12|Fig. 2.|||hr|mg/L||0||||3|3|fat|adipose||1195||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
126|trichloroethylene|11|FIG. 2.|||min|ug/mL||0||||6|5|arterial blood|blood||1196||DTXSID0021383|79-01-6|DTXSID0021383|79-01-6|11
127|trichloroethylene|11|FIG. 2.|||min|ug/mL||0||||6|5|exhaled breath|expired air||1196||DTXSID0021383|79-01-6|DTXSID0021383|79-01-6|11
128|trichloroethylene|11|FIG. 3.|||min|ug/mL||0||||6|5|arterial blood|blood||1197||DTXSID0021383|79-01-6|DTXSID0021383|79-01-6|11
129|trichloroethylene|11|FIG. 3.|||min|ug/mL||0||||6|5|exhaled breath|expired air||1197||DTXSID0021383|79-01-6|DTXSID0021383|79-01-6|11
130|1,4-Dioxane|13|Fig. 1|||hr|mg/L||1||||6|14|blood|blood||1198||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
131|1,4-Dioxane|13|Fig. 1|||hr|mg/L||1||||6|14|blood|blood||1199||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
132|1,4-Dioxane|13|Fig. 1|||hr|mg/L||1||||6|14|blood|blood||1200||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
133|1,4-Dioxane|13|Fig. 1|||hr|mg/L||1||||6|14|blood|blood||1201||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
134|benzene|12|Figure 1., upper left|triangle |subject 1 of 3|hr|nmol/L||1|5|nmol/L||1|12|venous blood|blood||1202||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
135|benzene|12|Figure 1., upper left |diamond|subject 2 of 3|hr|nmol/L||1|5|nmol/L||1|12|venous blood|blood||1202||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
136|benzene|12|Figure 1., upper left|circle|subject 3 of 3|hr|nmol/L||1|5|nmol/L||1|12|venous blood|blood||1202||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
137|benzene|12|Figure 1., upper right|triangle|subject 1 of 3|hr|nmol/L||1|5|nmol/L||1|12|exhaled breath|expired air||1202||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
138|benzene|12|Figure 1., upper right|diamond|subject 2 of 3|hr|nmol/L||1|5|nmol/L||1|12|exhaled breath|expired air||1202||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
139|benzene|12|Figure 1., upper right|circle|subject 3 of 3|hr|nmol/L||1|5|nmol/L||1|12|exhaled breath|expired air||1202||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
140|benzene|12|Figure 1., lower left |triangle|subject 1 of 3|hr|nmol/L||1|5|nmol/L||1|12|venous blood|blood||1204||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
141|benzene|12|Figure 1., lower left |diamond|subject 2 of 3|hr|nmol/L||1|5|nmol/L||1|12|venous blood|blood||1204||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
142|benzene|12|Figure 1., lower left |circle|subject 3 of 3|hr|nmol/L||1|5|nmol/L||1|12|venous blood|blood||1204||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
143|benzene|12|Figure 1., lower right|triangle|subject 1 of 3|hr|nmol/L||1|5|nmol/L||1|12|exhaled breath|expired air||1204||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
144|benzene|12|Figure 1., lower right|diamond|subject 2 of 3|hr|nmol/L||1|5|nmol/L||1|12|exhaled breath|expired air||1204||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
145|benzene|12|Figure 1., lower right|circle|subject 3 of 3|hr|nmol/L||1|5|nmol/L||1|12|exhaled breath|expired air||1204||DTXSID3039242|71-43-2|DTXSID3039242|71-43-2|12
146|dioxane|13|Figure 1.|dot||hr|ug/mL||1|0.1 |ug||4|13|plasma|plasma||1206||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
147|1,4-dioxane|13|Figure 1.|||hr|ug/mL||1|||Braun 1977|1|14|plasma|plasma||1207||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
148|1,4-dioxane|13|Figure 1.|||hr|ug/mL||1|||Braun 1977|1|14|plasma|plasma||1208||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
149|1,4-dioxane|13|Figure 1.|||hr|ug/mL||1|||Braun 1977|1|14|plasma|plasma||1209||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
150|1,4-dioxane|13|Figure 1.|||hr|ug/mL||1|||Braun 1977|1|14|plasma|plasma||1210||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
155|1,4-dioxane|13|Figure 3.|dot||hr|ug/mL||1|||Braun 1977|2|14|urine|urine||1207||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
156|1,4-dioxane|13|Figure 3.|dot||hr|ug/mL||1|||Braun 1977|2|14|urine|urine||1211||DTXSID4020533|123-91-1|DTXSID4020533|123-91-1|13
157|1,4-Dioxane|13|Fig. 6. a|||hr|mg/L||1||||1|15|blood|blood||1217||DTXSID4020533||DTXSID4020533|123-91-1|13
158|1,4-Dioxane|13|Fig. 6. b|||hr|mg/L||1||||1|15|blood|blood||1218||DTXSID4020533||DTXSID4020533|123-91-1|13
159|styrene|14|Fig. 1.|||hr|ug/mL||||||4|16|blood|blood||1219||DTXSID2021284|100-42-5|DTXSID2021284|100-42-5|14
160|styrene|14|Fig. 3.|||hr|ug/L||||||4|16|exhaled breath|expired air||1219||DTXSID2021284|100-42-5|DTXSID2021284|100-42-5|14
162|beta-hydroxyethoxyacetic acid|257|Figure 3. |square|detected by GC MS|hr|ugEq/mL||1|||Braun 1977|2|14|urine|urine||1207||DTXSID70158385|13382-47-3|DTXSID4020533|123-91-1|13
