,fk_series_id,time_original,conc_original,conc_sd_original,conc_lower_bound_original,conc_upper_bound_original,no_conc_val_type,time_hr,conc,conc_sd,conc_lower_bound,conc_upper_bound,analyte_name_original,fk_analyzed_chemical_id,author_comment,conc_units_normalized,analytical_method_detail,n_subjects_in_series,fk_subject_id,conc_medium_normalized,curator_comment,fk_study_id,radiolabeled,analyte_dtxsid,analyte_casrn,test_substance_dtxsid,test_substance_casrn,fk_test_chemical_id,fk_dosed_chemical_id,dose_level_normalized,administration_route_normalized,dose_duration,parameter_name,parameter_value,species,sex,age,age_category,notes,subtype,height,weight,weight_kg,weight_estimated,series_length
17,2,0.006823482,353.1329026,,,,,0.16376,0.35313,,,,musk moskene,2.0,"30 embryos in 2 petri dishes, multiple data points per time point, overlapping points made accurate capture difficult",,,30.0,2,,,1158,,DTXSID6044519,116-66-5,DTXSID6044519,116-66-5,2,2,,dermal,10 days,AUC,1855.04902079,frog,,embyro,,,xenopus laevis,,,,,8
18,2,0.008901334,293.2319709,,,,,0.21363,0.29323,,,,musk moskene,2.0,"30 embryos in 2 petri dishes, multiple data points per time point, overlapping points made accurate capture difficult",,,30.0,2,,,1158,,DTXSID6044519,116-66-5,DTXSID6044519,116-66-5,2,2,,dermal,10 days,AUC,1855.04902079,frog,,embyro,,,xenopus laevis,,,,,8
19,2,3.995597838,46.52828304,,,,,95.89434,0.04652,,,,musk moskene,2.0,"30 embryos in 2 petri dishes, multiple data points per time point, overlapping points made accurate capture difficult",,,30.0,2,,,1158,,DTXSID6044519,116-66-5,DTXSID6044519,116-66-5,2,2,,dermal,10 days,AUC,1855.04902079,frog,,embyro,,,xenopus laevis,,,,,8
20,2,7.026207153,225.5965139,,,,,168.62897,0.22559,,,,musk moskene,2.0,"30 embryos in 2 petri dishes, multiple data points per time point, overlapping points made accurate capture difficult",,,30.0,2,,,1158,,DTXSID6044519,116-66-5,DTXSID6044519,116-66-5,2,2,,dermal,10 days,AUC,1855.04902079,frog,,embyro,,,xenopus laevis,,,,,8
21,2,10.00863914,289.7494386,,,,,240.20733,0.28974,,,,musk moskene,2.0,"30 embryos in 2 petri dishes, multiple data points per time point, overlapping points made accurate capture difficult",,,30.0,2,,,1158,,DTXSID6044519,116-66-5,DTXSID6044519,116-66-5,2,2,,dermal,10 days,AUC,1855.04902079,frog,,embyro,,,xenopus laevis,,,,,8
22,2,10.01014018,222.1869359,,,,,240.24336,0.22218,,,,musk moskene,2.0,"30 embryos in 2 petri dishes, multiple data points per time point, overlapping points made accurate capture difficult",,,30.0,2,,,1158,,DTXSID6044519,116-66-5,DTXSID6044519,116-66-5,2,2,,dermal,10 days,AUC,1855.04902079,frog,,embyro,,,xenopus laevis,,,,,8
23,2,9.999986891,174.8258734,,,,,239.99968,0.17482,,,,musk moskene,2.0,"30 embryos in 2 petri dishes, multiple data points per time point, overlapping points made accurate capture difficult",,,30.0,2,,,1158,,DTXSID6044519,116-66-5,DTXSID6044519,116-66-5,2,2,,dermal,10 days,AUC,1855.04902079,frog,,embyro,,,xenopus laevis,,,,,8
24,3,4.0,731.0,119.0,,,,4.0,0.71491,,,,[14]C,256.0,,,,4.0,3,blood,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,24276.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
25,3,8.0,843.0,197.0,,,,8.0,0.82445,,,,[14]C,256.0,,,,4.0,3,blood,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,24276.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
26,3,24.0,514.0,32.0,,,,24.0,0.50269,,,,[14]C,256.0,,,,4.0,3,blood,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,24276.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
27,3,48.0,342.0,37.0,,,,48.0,0.33447,,,,[14]C,256.0,,,,4.0,3,blood,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,24276.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
28,4,4.0,2462.0,1061.0,,,,4.0,2.86279,,,,[14]C,256.0,,,,4.0,3,adipose,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,65794.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
29,4,8.0,4403.0,2661.0,,,,8.0,5.11976,,,,[14]C,256.0,,,,4.0,3,adipose,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,65794.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
30,4,24.0,626.0,291.0,,,,24.0,0.7279,,,,[14]C,256.0,,,,4.0,3,adipose,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,65794.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
31,4,48.0,360.0,153.0,,,,48.0,0.4186,,,,[14]C,256.0,,,,4.0,3,adipose,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,65794.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
32,5,4.0,916.0,426.0,,,,4.0,0.1345,,,,[14]C,256.0,,,,4.0,3,muscle,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,32276.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
33,5,8.0,1872.0,1935.0,,,,8.0,0.27488,,,,[14]C,256.0,,,,4.0,3,muscle,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,32276.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
34,5,24.0,444.0,209.0,,,,24.0,0.06519,,,,[14]C,256.0,,,,4.0,3,muscle,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,32276.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
35,5,48.0,237.0,149.0,,,,48.0,0.0348,,,,[14]C,256.0,,,,4.0,3,muscle,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,32276.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
36,6,4.0,1078.0,923.0,,,,4.0,1.58296,,,,[14]C,256.0,,,,4.0,3,skin,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,14958.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
37,6,8.0,537.0,94.0,,,,8.0,0.78854,,,,[14]C,256.0,,,,4.0,3,skin,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,14958.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
38,6,24.0,287.0,8.1,,,,24.0,0.42143,,,,[14]C,256.0,,,,4.0,3,skin,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,14958.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
39,6,48.0,141.0,29.0,,,,48.0,0.20704,,,,[14]C,256.0,,,,4.0,3,skin,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,14958.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
48,9,4.0,7053.0,1707.0,,,,4.0,0.82587,,,,[14]C,256.0,,,,4.0,3,kidney,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,167364.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
49,9,8.0,7225.0,1743.0,,,,8.0,0.84601,,,,[14]C,256.0,,,,4.0,3,kidney,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,167364.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
50,9,24.0,3016.0,399.0,,,,24.0,0.35316,,,,[14]C,256.0,,,,4.0,3,kidney,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,167364.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
51,9,48.0,1724.0,260.0,,,,48.0,0.20187,,,,[14]C,256.0,,,,4.0,3,kidney,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,167364.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
52,10,4.0,2237.0,2537.0,,,,4.0,3.00268,,,,[14]C,256.0,,,,4.0,3,spleen,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,40532.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
53,10,8.0,2065.0,912.0,,,,8.0,2.77181,,,,[14]C,256.0,,,,4.0,3,spleen,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,40532.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
54,10,24.0,618.0,239.0,,,,24.0,0.82953,,,,[14]C,256.0,,,,4.0,3,spleen,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,40532.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
55,10,48.0,254.0,66.0,,,,48.0,0.34093,,,,[14]C,256.0,,,,4.0,3,spleen,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,40532.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
56,11,4.0,7774.0,1493.0,,,,4.0,8.90492,,,,[14]C,256.0,,,,4.0,3,liver,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,201174.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
57,11,8.0,7305.0,1132.0,,,,8.0,8.36769,,,,[14]C,256.0,,,,4.0,3,liver,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,201174.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
58,11,24.0,3962.0,866.0,,,,24.0,4.53837,,,,[14]C,256.0,,,,4.0,3,liver,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,201174.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
59,11,48.0,2778.0,549.0,,,,48.0,3.18213,,,,[14]C,256.0,,,,4.0,3,liver,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,201174.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
60,12,4.0,903.0,158.0,,,,4.0,1.204,,,,[14]C,256.0,,,,4.0,3,lung,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,23140.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
61,12,8.0,863.0,168.0,,,,8.0,1.15066,,,,[14]C,256.0,,,,4.0,3,lung,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,23140.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
62,12,24.0,472.0,29.0,,,,24.0,0.62933,,,,[14]C,256.0,,,,4.0,3,lung,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,23140.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
63,12,48.0,272.0,15.0,,,,48.0,0.36266,,,,[14]C,256.0,,,,4.0,3,lung,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,23140.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
64,13,4.0,774.0,142.0,,,,4.0,0.9,,,,[14]C,256.0,,,,4.0,3,heart,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,17028.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
65,13,8.0,712.0,125.0,,,,8.0,0.8279,,,,[14]C,256.0,,,,4.0,3,heart,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,17028.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
66,13,24.0,313.0,29.0,,,,24.0,0.36395,,,,[14]C,256.0,,,,4.0,3,heart,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,17028.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
67,13,48.0,175.0,36.0,,,,48.0,0.20348,,,,[14]C,256.0,,,,4.0,3,heart,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,17028.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
68,14,4.0,152.0,26.0,,,,4.0,0.18138,,,,[14]C,256.0,,,,4.0,3,brain,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,3512.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
69,14,8.0,126.0,24.0,,,,8.0,0.15035,,,,[14]C,256.0,,,,4.0,3,brain,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,3512.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
70,14,24.0,74.0,2.8,,,,24.0,0.0883,,,,[14]C,256.0,,,,4.0,3,brain,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,3512.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
71,14,48.0,39.0,2.9,,,,48.0,0.04653,,,,[14]C,256.0,,,,4.0,3,brain,,1159,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,20.0,oral,,AUC,3512.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,4
80,17,24.0,246.0,113.0,,,,24.0,0.24058,,,,[14]C,256.0,covered,,,4.0,3,blood,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,16824.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
81,17,48.0,258.0,68.0,,,,48.0,0.25232,,,,[14]C,256.0,covered,,,4.0,3,blood,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,16824.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
82,17,96.0,191.0,23.0,,,,96.0,0.18679,,,,[14]C,256.0,covered,,,4.0,3,blood,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,16824.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
83,31,24.0,2924.0,1367.0,,,,24.0,2.85967,,,,[14]C,256.0,covered,,,4.0,3,blood,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,284928.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
84,31,48.0,5374.0,1689.0,,,,48.0,5.25577,,,,[14]C,256.0,covered,,,4.0,3,blood,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,284928.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
85,31,96.0,2349.0,1618.0,,,,96.0,2.29732,,,,[14]C,256.0,covered,,,4.0,3,blood,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,284928.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
86,18,24.0,1842.0,924.0,,,,24.0,2.14186,,,,[14]C,256.0,covered,,,4.0,3,adipose,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,98208.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
87,18,48.0,1472.0,555.0,,,,48.0,1.71162,,,,[14]C,256.0,covered,,,4.0,3,adipose,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,98208.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
88,18,96.0,963.0,623.0,,,,96.0,1.11976,,,,[14]C,256.0,covered,,,4.0,3,adipose,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,98208.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
89,32,24.0,21599.0,3881.0,,,,24.0,25.11511,,,,[14]C,256.0,covered,,,4.0,3,adipose,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,1640364.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
90,32,48.0,25116.0,5679.0,,,,48.0,29.20465,,,,[14]C,256.0,covered,,,4.0,3,adipose,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,1640364.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
91,32,96.0,19875.0,8054.0,,,,96.0,23.11046,,,,[14]C,256.0,covered,,,4.0,3,adipose,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,1640364.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
92,19,24.0,208.0,90.0,,,,24.0,0.03054,,,,[14]C,256.0,covered,,,4.0,3,muscle,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,30660.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
93,19,48.0,657.0,817.0,,,,48.0,0.09647,,,,[14]C,256.0,covered,,,4.0,3,muscle,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,30660.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
94,19,96.0,188.0,134.0,,,,96.0,0.0276,,,,[14]C,256.0,covered,,,4.0,3,muscle,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,30660.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
95,33,24.0,1984.0,532.0,,,,24.0,0.29133,,,,[14]C,256.0,covered,,,4.0,3,muscle,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,249060.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
96,33,48.0,4335.0,2491.0,,,,48.0,0.63656,,,,[14]C,256.0,covered,,,4.0,3,muscle,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,249060.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
97,33,96.0,2883.0,1806.0,,,,96.0,0.42334,,,,[14]C,256.0,covered,,,4.0,3,muscle,,1161,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,550.0,dermal,,AUC,249060.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
98,20,24.0,4217.0,1536.0,,,,24.0,6.19236,,,,[14]C,256.0,covered,,,4.0,3,skin,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,220896.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
99,20,48.0,3127.0,684.0,,,,48.0,4.59177,,,,[14]C,256.0,covered,,,4.0,3,skin,,1160,,DTXSID20873970,14762-75-5,DTXSID7031290,54464-57-2,3,3,55.0,dermal,,AUC,220896.0,rat,male,8-12 weeks,adolescent,,Fisher,,400 g,0.4,0.0,3
